t_begin,soc begin[%],power[W]
2016-09-01 00:30:00,2.181402110981221e-15,1.8369701987210297e-13
2016-09-01 00:31:00,2.254115514680595e-15,1.8369701987210297e-13
2016-09-01 00:32:00,2.326828918379969e-15,1.8369701987210297e-13
2016-09-01 00:33:00,2.399542322079343e-15,1.8369701987210297e-13
2016-09-01 00:34:00,2.472255725778717e-15,1.8369701987210297e-13
2016-09-01 00:35:00,2.544969129478091e-15,1.8369701987210297e-13
2016-09-01 00:36:00,2.617682533177465e-15,1.8369701987210297e-13
2016-09-01 00:37:00,2.690395936876839e-15,1.8369701987210297e-13
2016-09-01 00:38:00,2.763109340576213e-15,1.8369701987210297e-13
2016-09-01 00:39:00,2.835822744275587e-15,1.8369701987210297e-13
2016-09-01 00:40:00,2.908536147974961e-15,1.8369701987210297e-13
2016-09-01 00:41:00,2.981249551674335e-15,1.8369701987210297e-13
2016-09-01 00:42:00,3.053962955373709e-15,1.8369701987210297e-13
2016-09-01 00:43:00,3.126676359073083e-15,1.8369701987210297e-13
2016-09-01 00:44:00,3.199389762772457e-15,1.8369701987210297e-13
2016-09-01 00:45:00,3.272103166471831e-15,1.8369701987210297e-13
2016-09-01 00:46:00,3.344816570171205e-15,1.8369701987210297e-13
2016-09-01 00:47:00,3.417529973870579e-15,1.8369701987210297e-13
2016-09-01 00:48:00,3.490243377569953e-15,1.8369701987210297e-13
2016-09-01 00:49:00,3.562956781269327e-15,1.8369701987210297e-13
2016-09-01 00:50:00,3.635670184968701e-15,1.8369701987210297e-13
2016-09-01 00:51:00,3.708383588668075e-15,1.8369701987210297e-13
2016-09-01 00:52:00,3.781096992367449e-15,1.8369701987210297e-13
2016-09-01 00:53:00,3.853810396066823e-15,1.8369701987210297e-13
2016-09-01 00:54:00,3.926523799766197e-15,1.8369701987210297e-13
2016-09-01 00:55:00,3.999237203465571e-15,1.8369701987210297e-13
2016-09-01 00:56:00,4.071950607164945e-15,1.8369701987210297e-13
2016-09-01 00:57:00,4.144664010864319e-15,1.8369701987210297e-13
2016-09-01 00:58:00,4.217377414563693e-15,1.8369701987210297e-13
2016-09-01 00:59:00,4.290090818263067e-15,1.8369701987210297e-13
2016-09-01 01:00:00,4.362804221962441e-15,1.8369701987210297e-13
2016-09-01 01:01:00,4.435517625661815e-15,1.8369701987210297e-13
2016-09-01 01:02:00,4.508231029361189e-15,1.8369701987210297e-13
2016-09-01 01:03:00,4.580944433060563e-15,1.8369701987210297e-13
2016-09-01 01:04:00,4.653657836759937e-15,1.8369701987210297e-13
2016-09-01 01:05:00,4.726371240459311e-15,1.8369701987210297e-13
2016-09-01 01:06:00,4.799084644158685e-15,1.8369701987210297e-13
2016-09-01 01:07:00,4.871798047858059e-15,1.8369701987210297e-13
2016-09-01 01:08:00,4.944511451557433e-15,1.8369701987210297e-13
2016-09-01 01:09:00,5.017224855256807e-15,1.8369701987210297e-13
2016-09-01 01:10:00,5.089938258956181e-15,1.8369701987210297e-13
2016-09-01 01:11:00,5.162651662655555e-15,1.8369701987210297e-13
2016-09-01 01:12:00,5.235365066354929e-15,1.8369701987210297e-13
2016-09-01 01:13:00,5.308078470054303e-15,1.8369701987210297e-13
2016-09-01 01:14:00,5.380791873753677e-15,1.8369701987210297e-13
2016-09-01 01:15:00,5.453505277453051e-15,1.8369701987210297e-13
2016-09-01 01:16:00,5.526218681152425e-15,1.8369701987210297e-13
2016-09-01 01:17:00,5.598932084851799e-15,-1.1485706096780848e-12
2016-09-01 01:18:00,5.095173045519306e-15,1.8369701987210297e-13
2016-09-01 01:19:00,5.16788644921868e-15,1.8369701987210297e-13
2016-09-01 01:20:00,5.240599852918054e-15,1.8369701987210297e-13
2016-09-01 01:21:00,5.313313256617428e-15,1.8369701987210297e-13
2016-09-01 01:22:00,5.386026660316802e-15,1.8369701987210297e-13
2016-09-01 01:23:00,5.458740064016176e-15,1.8369701987210297e-13
2016-09-01 01:24:00,5.53145346771555e-15,1.8369701987210297e-13
2016-09-01 01:25:00,5.604166871414924e-15,-1.1485706096780848e-12
2016-09-01 01:26:00,5.100407832082431e-15,1.8369701987210297e-13
2016-09-01 01:27:00,5.173121235781805e-15,1.8369701987210297e-13
2016-09-01 01:28:00,5.245834639481179e-15,1.8369701987210297e-13
2016-09-01 01:29:00,5.318548043180553e-15,1.8369701987210297e-13
2016-09-01 01:30:00,5.391261446879927e-15,1.8369701987210297e-13
2016-09-01 01:31:00,5.463974850579301e-15,1.8369701987210297e-13
2016-09-01 01:32:00,5.536688254278675e-15,1.8369701987210297e-13
2016-09-01 01:33:00,5.609401657978049e-15,-1.1485706096780848e-12
2016-09-01 01:34:00,5.105642618645556e-15,1.8369701987210297e-13
2016-09-01 01:35:00,5.17835602234493e-15,1.8369701987210297e-13
2016-09-01 01:36:00,5.251069426044304e-15,1.8369701987210297e-13
2016-09-01 01:37:00,5.323782829743678e-15,1.8369701987210297e-13
2016-09-01 01:38:00,5.396496233443052e-15,1.8369701987210297e-13
2016-09-01 01:39:00,5.469209637142426e-15,1.8369701987210297e-13
2016-09-01 01:40:00,5.5419230408418e-15,1.8369701987210297e-13
2016-09-01 01:41:00,5.614636444541174e-15,-1.1485706096780848e-12
2016-09-01 01:42:00,5.110877405208681e-15,1.8369701987210297e-13
2016-09-01 01:43:00,5.183590808908055e-15,1.8369701987210297e-13
2016-09-01 01:44:00,5.256304212607429e-15,1.8369701987210297e-13
2016-09-01 01:45:00,5.329017616306803e-15,1.8369701987210297e-13
2016-09-01 01:46:00,5.401731020006177e-15,1.8369701987210297e-13
2016-09-01 01:47:00,5.474444423705551e-15,1.8369701987210297e-13
2016-09-01 01:48:00,5.547157827404925e-15,1.8369701987210297e-13
2016-09-01 01:49:00,5.619871231104299e-15,-1.1485706096780848e-12
2016-09-01 01:50:00,5.116112191771806e-15,1.8369701987210297e-13
2016-09-01 01:51:00,5.18882559547118e-15,1.8369701987210297e-13
2016-09-01 01:52:00,5.261538999170554e-15,1.8369701987210297e-13
2016-09-01 01:53:00,5.334252402869928e-15,1.8369701987210297e-13
2016-09-01 01:54:00,5.406965806569302e-15,1.8369701987210297e-13
2016-09-01 01:55:00,5.479679210268676e-15,1.8369701987210297e-13
2016-09-01 01:56:00,5.55239261396805e-15,-1.1485706096780848e-12
2016-09-01 01:57:00,5.048633574635557e-15,1.8369701987210297e-13
2016-09-01 01:58:00,5.121346978334931e-15,1.8369701987210297e-13
2016-09-01 01:59:00,5.194060382034305e-15,1.8369701987210297e-13
2016-09-01 02:00:00,5.266773785733679e-15,1.8369701987210297e-13
2016-09-01 02:01:00,5.339487189433053e-15,1.8369701987210297e-13
2016-09-01 02:02:00,5.412200593132427e-15,1.8369701987210297e-13
2016-09-01 02:03:00,5.484913996831801e-15,1.8369701987210297e-13
2016-09-01 02:04:00,5.557627400531175e-15,-1.1485706096780848e-12
2016-09-01 02:05:00,5.053868361198682e-15,1.8369701987210297e-13
2016-09-01 02:06:00,5.126581764898056e-15,1.8369701987210297e-13
2016-09-01 02:07:00,5.19929516859743e-15,1.8369701987210297e-13
2016-09-01 02:08:00,5.272008572296804e-15,1.8369701987210297e-13
2016-09-01 02:09:00,5.344721975996178e-15,1.8369701987210297e-13
2016-09-01 02:10:00,5.417435379695552e-15,1.8369701987210297e-13
2016-09-01 02:11:00,5.490148783394926e-15,1.8369701987210297e-13
2016-09-01 02:12:00,5.5628621870943e-15,-1.1485706096780848e-12
2016-09-01 02:13:00,5.059103147761807e-15,1.8369701987210297e-13
2016-09-01 02:14:00,5.131816551461181e-15,1.8369701987210297e-13
2016-09-01 02:15:00,5.204529955160555e-15,1.8369701987210297e-13
2016-09-01 02:16:00,5.277243358859929e-15,1.8369701987210297e-13
2016-09-01 02:17:00,5.349956762559303e-15,1.8369701987210297e-13
2016-09-01 02:18:00,5.422670166258677e-15,1.8369701987210297e-13
2016-09-01 02:19:00,5.495383569958051e-15,1.8369701987210297e-13
2016-09-01 02:20:00,5.568096973657425e-15,-1.1485706096780848e-12
2016-09-01 02:21:00,5.064337934324932e-15,1.8369701987210297e-13
2016-09-01 02:22:00,5.137051338024306e-15,1.8369701987210297e-13
2016-09-01 02:23:00,5.20976474172368e-15,1.8369701987210297e-13
2016-09-01 02:24:00,5.282478145423054e-15,1.8369701987210297e-13
2016-09-01 02:25:00,5.355191549122428e-15,1.8369701987210297e-13
2016-09-01 02:26:00,5.427904952821802e-15,1.8369701987210297e-13
2016-09-01 02:27:00,5.5006183565211756e-15,1.8369701987210297e-13
2016-09-01 02:28:00,5.5733317602205496e-15,-1.1485706096780848e-12
2016-09-01 02:29:00,5.0695727208880566e-15,1.8369701987210297e-13
2016-09-01 02:30:00,5.1422861245874306e-15,1.8369701987210297e-13
2016-09-01 02:31:00,5.2149995282868046e-15,1.8369701987210297e-13
2016-09-01 02:32:00,5.2877129319861786e-15,1.8369701987210297e-13
2016-09-01 02:33:00,5.3604263356855526e-15,1.8369701987210297e-13
2016-09-01 02:34:00,5.4331397393849265e-15,1.8369701987210297e-13
2016-09-01 02:35:00,5.5058531430843005e-15,1.8369701987210297e-13
2016-09-01 02:36:00,5.5785665467836745e-15,-1.1485706096780848e-12
2016-09-01 02:37:00,5.0748075074511815e-15,1.8369701987210297e-13
2016-09-01 02:38:00,5.1475209111505555e-15,1.8369701987210297e-13
2016-09-01 02:39:00,5.2202343148499295e-15,1.8369701987210297e-13
2016-09-01 02:40:00,5.2929477185493035e-15,1.8369701987210297e-13
2016-09-01 02:41:00,5.3656611222486775e-15,1.8369701987210297e-13
2016-09-01 02:42:00,5.4383745259480515e-15,1.8369701987210297e-13
2016-09-01 02:43:00,5.5110879296474255e-15,1.8369701987210297e-13
2016-09-01 02:44:00,5.5838013333467995e-15,-1.1485706096780848e-12
2016-09-01 02:45:00,5.0800422940143065e-15,1.8369701987210297e-13
2016-09-01 02:46:00,5.1527556977136805e-15,1.8369701987210297e-13
2016-09-01 02:47:00,5.2254691014130544e-15,1.8369701987210297e-13
2016-09-01 02:48:00,5.2981825051124284e-15,1.8369701987210297e-13
2016-09-01 02:49:00,5.3708959088118024e-15,1.8369701987210297e-13
2016-09-01 02:50:00,5.4436093125111764e-15,1.8369701987210297e-13
2016-09-01 02:51:00,5.5163227162105504e-15,1.8369701987210297e-13
2016-09-01 02:52:00,5.5890361199099244e-15,-1.1485706096780848e-12
2016-09-01 02:53:00,5.0852770805774314e-15,1.8369701987210297e-13
2016-09-01 02:54:00,5.157990484276805e-15,1.8369701987210297e-13
2016-09-01 02:55:00,5.230703887976179e-15,1.8369701987210297e-13
2016-09-01 02:56:00,5.303417291675553e-15,1.8369701987210297e-13
2016-09-01 02:57:00,5.376130695374927e-15,1.8369701987210297e-13
2016-09-01 02:58:00,5.448844099074301e-15,1.8369701987210297e-13
2016-09-01 02:59:00,5.521557502773675e-15,1.8369701987210297e-13
2016-09-01 03:00:00,5.594270906473049e-15,-1.1485706096780848e-12
2016-09-01 03:01:00,5.090511867140556e-15,1.8369701987210297e-13
2016-09-01 03:02:00,5.16322527083993e-15,1.8369701987210297e-13
2016-09-01 03:03:00,5.235938674539304e-15,1.8369701987210297e-13
2016-09-01 03:04:00,5.308652078238678e-15,1.8369701987210297e-13
2016-09-01 03:05:00,5.381365481938052e-15,1.8369701987210297e-13
2016-09-01 03:06:00,5.454078885637426e-15,1.8369701987210297e-13
2016-09-01 03:07:00,5.5267922893368e-15,1.8369701987210297e-13
2016-09-01 03:08:00,5.599505693036174e-15,-1.1485706096780848e-12
2016-09-01 03:09:00,5.095746653703681e-15,1.8369701987210297e-13
2016-09-01 03:10:00,5.168460057403055e-15,1.8369701987210297e-13
2016-09-01 03:11:00,5.241173461102429e-15,1.8369701987210297e-13
2016-09-01 03:12:00,5.313886864801803e-15,1.8369701987210297e-13
2016-09-01 03:13:00,5.386600268501177e-15,1.8369701987210297e-13
2016-09-01 03:14:00,5.459313672200551e-15,1.8369701987210297e-13
2016-09-01 03:15:00,5.532027075899925e-15,1.8369701987210297e-13
2016-09-01 03:16:00,5.604740479599299e-15,-1.1485706096780848e-12
2016-09-01 03:17:00,5.100981440266806e-15,1.8369701987210297e-13
2016-09-01 03:18:00,5.17369484396618e-15,1.8369701987210297e-13
2016-09-01 03:19:00,5.246408247665554e-15,1.8369701987210297e-13
2016-09-01 03:20:00,5.319121651364928e-15,1.8369701987210297e-13
2016-09-01 03:21:00,5.391835055064302e-15,1.8369701987210297e-13
2016-09-01 03:22:00,5.464548458763676e-15,1.8369701987210297e-13
2016-09-01 03:23:00,5.53726186246305e-15,1.8369701987210297e-13
2016-09-01 03:24:00,5.609975266162424e-15,-1.1485706096780848e-12
2016-09-01 03:25:00,5.106216226829931e-15,1.8369701987210297e-13
2016-09-01 03:26:00,5.178929630529305e-15,1.8369701987210297e-13
2016-09-01 03:27:00,5.251643034228679e-15,1.8369701987210297e-13
2016-09-01 03:28:00,5.324356437928053e-15,1.8369701987210297e-13
2016-09-01 03:29:00,5.397069841627427e-15,1.8369701987210297e-13
2016-09-01 03:30:00,5.469783245326801e-15,1.8369701987210297e-13
2016-09-01 03:31:00,5.542496649026175e-15,1.8369701987210297e-13
2016-09-01 03:32:00,5.615210052725549e-15,-1.1485706096780848e-12
2016-09-01 03:33:00,5.111451013393056e-15,1.8369701987210297e-13
2016-09-01 03:34:00,5.18416441709243e-15,1.8369701987210297e-13
2016-09-01 03:35:00,5.256877820791804e-15,1.8369701987210297e-13
2016-09-01 03:36:00,5.329591224491178e-15,1.8369701987210297e-13
2016-09-01 03:37:00,5.402304628190552e-15,1.8369701987210297e-13
2016-09-01 03:38:00,5.475018031889926e-15,1.8369701987210297e-13
2016-09-01 03:39:00,5.5477314355893e-15,1.8369701987210297e-13
2016-09-01 03:40:00,5.620444839288674e-15,-1.1485706096780848e-12
2016-09-01 03:41:00,5.116685799956181e-15,1.8369701987210297e-13
2016-09-01 03:42:00,5.189399203655555e-15,1.8369701987210297e-13
2016-09-01 03:43:00,5.262112607354929e-15,1.8369701987210297e-13
2016-09-01 03:44:00,5.334826011054303e-15,1.8369701987210297e-13
2016-09-01 03:45:00,5.407539414753677e-15,1.8369701987210297e-13
2016-09-01 03:46:00,5.480252818453051e-15,1.8369701987210297e-13
2016-09-01 03:47:00,5.552966222152425e-15,-1.1485706096780848e-12
2016-09-01 03:48:00,5.049207182819932e-15,1.8369701987210297e-13
2016-09-01 03:49:00,5.121920586519306e-15,1.8369701987210297e-13
2016-09-01 03:50:00,5.19463399021868e-15,1.8369701987210297e-13
2016-09-01 03:51:00,5.267347393918054e-15,1.8369701987210297e-13
2016-09-01 03:52:00,5.340060797617428e-15,1.8369701987210297e-13
2016-09-01 03:53:00,5.412774201316802e-15,1.8369701987210297e-13
2016-09-01 03:54:00,5.485487605016176e-15,1.8369701987210297e-13
2016-09-01 03:55:00,5.55820100871555e-15,-1.1485706096780848e-12
2016-09-01 03:56:00,5.054441969383057e-15,1.8369701987210297e-13
2016-09-01 03:57:00,5.127155373082431e-15,1.8369701987210297e-13
2016-09-01 03:58:00,5.199868776781805e-15,1.8369701987210297e-13
2016-09-01 03:59:00,5.272582180481179e-15,1.8369701987210297e-13
2016-09-01 04:00:00,5.345295584180553e-15,1.8369701987210297e-13
2016-09-01 04:01:00,5.418008987879927e-15,1.8369701987210297e-13
2016-09-01 04:02:00,5.490722391579301e-15,1.8369701987210297e-13
2016-09-01 04:03:00,5.563435795278675e-15,-1.1485706096780848e-12
2016-09-01 04:04:00,5.059676755946182e-15,1.8369701987210297e-13
2016-09-01 04:05:00,5.132390159645556e-15,1.8369701987210297e-13
2016-09-01 04:06:00,5.20510356334493e-15,1.8369701987210297e-13
2016-09-01 04:07:00,5.277816967044304e-15,1.8369701987210297e-13
2016-09-01 04:08:00,5.350530370743678e-15,1.8369701987210297e-13
2016-09-01 04:09:00,5.423243774443052e-15,1.8369701987210297e-13
2016-09-01 04:10:00,5.495957178142426e-15,1.8369701987210297e-13
2016-09-01 04:11:00,5.5686705818418e-15,-1.1485706096780848e-12
2016-09-01 04:12:00,5.064911542509307e-15,1.8369701987210297e-13
2016-09-01 04:13:00,5.137624946208681e-15,1.8369701987210297e-13
2016-09-01 04:14:00,5.210338349908055e-15,1.8369701987210297e-13
2016-09-01 04:15:00,5.283051753607429e-15,1.8369701987210297e-13
2016-09-01 04:16:00,5.355765157306803e-15,1.8369701987210297e-13
2016-09-01 04:17:00,5.428478561006177e-15,1.8369701987210297e-13
2016-09-01 04:18:00,5.501191964705551e-15,1.8369701987210297e-13
2016-09-01 04:19:00,5.573905368404925e-15,-1.1485706096780848e-12
2016-09-01 04:20:00,5.070146329072432e-15,1.8369701987210297e-13
2016-09-01 04:21:00,5.142859732771806e-15,1.8369701987210297e-13
2016-09-01 04:22:00,5.21557313647118e-15,1.8369701987210297e-13
2016-09-01 04:23:00,5.288286540170554e-15,1.8369701987210297e-13
2016-09-01 04:24:00,5.360999943869928e-15,1.8369701987210297e-13
2016-09-01 04:25:00,5.433713347569302e-15,1.8369701987210297e-13
2016-09-01 04:26:00,5.506426751268676e-15,1.8369701987210297e-13
2016-09-01 04:27:00,5.57914015496805e-15,-1.1485706096780848e-12
2016-09-01 04:28:00,5.075381115635557e-15,1.8369701987210297e-13
2016-09-01 04:29:00,5.148094519334931e-15,1.8369701987210297e-13
2016-09-01 04:30:00,5.220807923034305e-15,1.8369701987210297e-13
2016-09-01 04:31:00,5.293521326733679e-15,1.8369701987210297e-13
2016-09-01 04:32:00,5.366234730433053e-15,1.8369701987210297e-13
2016-09-01 04:33:00,5.438948134132427e-15,1.8369701987210297e-13
2016-09-01 04:34:00,5.511661537831801e-15,1.8369701987210297e-13
2016-09-01 04:35:00,5.584374941531175e-15,-1.1485706096780848e-12
2016-09-01 04:36:00,5.080615902198682e-15,1.8369701987210297e-13
2016-09-01 04:37:00,5.153329305898056e-15,1.8369701987210297e-13
2016-09-01 04:38:00,5.22604270959743e-15,1.8369701987210297e-13
2016-09-01 04:39:00,5.2987561132968036e-15,1.8369701987210297e-13
2016-09-01 04:40:00,5.3714695169961776e-15,1.8369701987210297e-13
2016-09-01 04:41:00,5.4441829206955516e-15,1.8369701987210297e-13
2016-09-01 04:42:00,5.5168963243949256e-15,1.8369701987210297e-13
2016-09-01 04:43:00,5.5896097280942996e-15,-1.1485706096780848e-12
2016-09-01 04:44:00,5.0858506887618066e-15,1.8369701987210297e-13
2016-09-01 04:45:00,5.1585640924611806e-15,1.8369701987210297e-13
2016-09-01 04:46:00,5.2312774961605545e-15,1.8369701987210297e-13
2016-09-01 04:47:00,5.3039908998599285e-15,1.8369701987210297e-13
2016-09-01 04:48:00,5.3767043035593025e-15,1.8369701987210297e-13
2016-09-01 04:49:00,5.4494177072586765e-15,1.8369701987210297e-13
2016-09-01 04:50:00,5.5221311109580505e-15,1.8369701987210297e-13
2016-09-01 04:51:00,5.5948445146574245e-15,-1.1485706096780848e-12
2016-09-01 04:52:00,5.0910854753249315e-15,1.8369701987210297e-13
2016-09-01 04:53:00,5.1637988790243055e-15,1.8369701987210297e-13
2016-09-01 04:54:00,5.2365122827236795e-15,1.8369701987210297e-13
2016-09-01 04:55:00,5.3092256864230535e-15,1.8369701987210297e-13
2016-09-01 04:56:00,5.3819390901224275e-15,1.8369701987210297e-13
2016-09-01 04:57:00,5.4546524938218015e-15,1.8369701987210297e-13
2016-09-01 04:58:00,5.5273658975211755e-15,1.8369701987210297e-13
2016-09-01 04:59:00,5.6000793012205495e-15,-1.1485706096780848e-12
2016-09-01 05:00:00,5.0963202618880564e-15,1.8369701987210297e-13
2016-09-01 05:01:00,5.1690336655874304e-15,1.8369701987210297e-13
2016-09-01 05:02:00,5.2417470692868044e-15,1.8369701987210297e-13
2016-09-01 05:03:00,5.3144604729861784e-15,1.8369701987210297e-13
2016-09-01 05:04:00,5.3871738766855524e-15,1.8369701987210297e-13
2016-09-01 05:05:00,5.4598872803849264e-15,1.8369701987210297e-13
2016-09-01 05:06:00,5.5326006840843004e-15,1.8369701987210297e-13
2016-09-01 05:07:00,5.6053140877836744e-15,-1.1485706096780848e-12
2016-09-01 05:08:00,5.101555048451181e-15,1.8369701987210297e-13
2016-09-01 05:09:00,5.174268452150555e-15,1.8369701987210297e-13
2016-09-01 05:10:00,5.246981855849929e-15,1.8369701987210297e-13
2016-09-01 05:11:00,5.319695259549303e-15,1.8369701987210297e-13
2016-09-01 05:12:00,5.392408663248677e-15,1.8369701987210297e-13
2016-09-01 05:13:00,5.465122066948051e-15,1.8369701987210297e-13
2016-09-01 05:14:00,5.537835470647425e-15,1.8369701987210297e-13
2016-09-01 05:15:00,5.610548874346799e-15,-1.1485706096780848e-12
2016-09-01 05:16:00,5.106789835014306e-15,1.8369701987210297e-13
2016-09-01 05:17:00,5.17950323871368e-15,1.8369701987210297e-13
2016-09-01 05:18:00,5.252216642413054e-15,1.8369701987210297e-13
2016-09-01 05:19:00,5.324930046112428e-15,1.8369701987210297e-13
2016-09-01 05:20:00,5.397643449811802e-15,1.8369701987210297e-13
2016-09-01 05:21:00,5.470356853511176e-15,1.8369701987210297e-13
2016-09-01 05:22:00,5.54307025721055e-15,1.8369701987210297e-13
2016-09-01 05:23:00,5.615783660909924e-15,-1.1485706096780848e-12
2016-09-01 05:24:00,5.112024621577431e-15,1.8369701987210297e-13
2016-09-01 05:25:00,5.184738025276805e-15,1.8369701987210297e-13
2016-09-01 05:26:00,5.257451428976179e-15,1.8369701987210297e-13
2016-09-01 05:27:00,5.330164832675553e-15,1.8369701987210297e-13
2016-09-01 05:28:00,5.402878236374927e-15,1.8369701987210297e-13
2016-09-01 05:29:00,5.475591640074301e-15,1.8369701987210297e-13
2016-09-01 05:30:00,5.548305043773675e-15,1.8369701987210297e-13
2016-09-01 05:31:00,5.621018447473049e-15,-1.1485706096780848e-12
2016-09-01 05:32:00,5.117259408140556e-15,1.8369701987210297e-13
2016-09-01 05:33:00,5.18997281183993e-15,1.8369701987210297e-13
2016-09-01 05:34:00,5.262686215539304e-15,1.8369701987210297e-13
2016-09-01 05:35:00,5.335399619238678e-15,1.8369701987210297e-13
2016-09-01 05:36:00,5.408113022938052e-15,1.8369701987210297e-13
2016-09-01 05:37:00,5.480826426637426e-15,1.8369701987210297e-13
2016-09-01 05:38:00,5.5535398303368e-15,-1.1485706096780848e-12
2016-09-01 05:39:00,5.049780791004307e-15,1.8369701987210297e-13
2016-09-01 05:40:00,5.122494194703681e-15,1.8369701987210297e-13
2016-09-01 05:41:00,5.195207598403055e-15,1.8369701987210297e-13
2016-09-01 05:42:00,5.267921002102429e-15,1.8369701987210297e-13
2016-09-01 05:43:00,5.340634405801803e-15,1.8369701987210297e-13
2016-09-01 05:44:00,5.413347809501177e-15,94.2322772343852
2016-09-01 05:45:00,0.03730027640528289,90.78875696749476
2016-09-01 05:46:00,0.07323749270491624,87.4709596014749
2016-09-01 05:47:00,0.10786141421383338,84.27430697091678
2016-09-01 05:48:00,0.14121999405648794,33.94659116762508
2016-09-01 05:49:00,0.15465718639367287,-14.576039068504324
2016-09-01 05:50:00,0.1482641868022236,-13.973519873935906
2016-09-01 05:51:00,0.14213545001540961,-13.395906050439056
2016-09-01 05:52:00,0.13626005262486618,-12.84216818755985
2016-09-01 05:53:00,0.13062752271804168,-12.31131941583936
2016-09-01 05:54:00,0.12522782121986653,-11.802413649676197
2016-09-01 05:55:00,0.12005132400509627,-11.314543902651776
2016-09-01 05:56:00,0.11508880474954725,-10.846840672363436
2016-09-01 05:57:00,0.11033141848973872,-10.39847039188734
2016-09-01 05:58:00,0.10577068586171796,37.253966503283344
2016-09-01 05:59:00,0.12051704760260096,-11.358437004236348
2016-09-01 06:00:00,0.11553527698670782,-10.888919413260606
2016-09-01 06:01:00,0.1107594351387865,-10.43880976742834
2016-09-01 06:02:00,0.10618100980219512,-10.007305851130429
2016-09-01 06:03:00,0.10179184056924317,84.83468722101556
2016-09-01 06:04:00,0.1353722375942285,-12.758494353890345
2016-09-01 06:05:00,0.12977640673725904,-12.231104295528691
2016-09-01 06:06:00,0.12441188730939558,-11.725514281548394
2016-09-01 06:07:00,0.11926911788766383,-11.240823233798356
2016-09-01 06:08:00,0.1143389322588049,-10.776167314067258
2016-09-01 06:09:00,0.10961254308596838,-10.3307183856196
2016-09-01 06:10:00,0.10508152625017031,-9.903682538219227
2016-09-01 06:11:00,0.10073780583867065,-9.494298674027448
2016-09-01 06:12:00,0.09657363975357089,-9.101837151877122
2016-09-01 06:13:00,0.09258160591502829,-8.725598487500756
2016-09-01 06:14:00,0.0887545890345455,-8.364912107431957
2016-09-01 06:15:00,0.08508576793479464,-8.01913515435783
2016-09-01 06:16:00,0.08156860339340963,-7.687651341799591
2016-09-01 06:17:00,0.07819682648911157,-7.369869856087738
2016-09-01 06:18:00,0.07496442742942397,-7.065224303702669
2016-09-01 06:19:00,0.07186564484008069,-6.773171702072334
2016-09-01 06:20:00,0.0688949554970665,-6.493191512074448
2016-09-01 06:21:00,0.06604706448299877,-6.224784710497675
2016-09-01 06:22:00,0.06331689575032436,-5.967472900814286
2016-09-01 06:23:00,0.060699583074528614,-5.720797460705105
2016-09-01 06:24:00,0.0581904613812369,-5.484318724783737
2016-09-01 06:25:00,0.055785058431770354,-5.257615201110148
2016-09-01 06:26:00,0.05347908685233608,-5.040282820061303
2016-09-01 06:27:00,0.051268436492660066,-4.831934214240328
2016-09-01 06:28:00,0.0491491671004494,-4.6321980281480215
2016-09-01 06:29:00,0.04711750129863009,-4.440718256374397
2016-09-01 06:30:00,0.045169817852851846,-4.257153609137686
2016-09-01 06:31:00,0.043302645217265144,-4.081176904049403
2016-09-01 06:32:00,0.041512655347068037,-3.9124744830045777
2016-09-01 06:33:00,0.03979665776680287,90.55828947579214
2016-09-01 06:34:00,0.0756426473509706,134.41138261195863
2016-09-01 06:35:00,0.1288471529682042,176.7353539009657
2016-09-01 06:36:00,0.1988048972206698,217.62804567367832
2016-09-01 06:37:00,0.2849493319665008,257.1827856078066
2016-09-01 06:38:00,0.3867508512695909,-36.44951216328746
2016-09-01 06:39:00,0.37076422312779816,-34.94291463668781
2016-09-01 06:40:00,0.3554383833748649,-33.49858225910826
2016-09-01 06:41:00,0.3407460227349051,-32.11394270129245
2016-09-01 06:42:00,0.32666096014661894,-30.786529786177507
2016-09-01 06:43:00,0.31315809620531304,-29.513979122262786
2016-09-01 06:44:00,0.30021336852011005,-28.294023914933064
2016-09-01 06:45:00,0.2878037089082973,-27.12449094870351
2016-09-01 06:46:00,0.2759070023518484,-26.003296733559758
2016-09-01 06:47:00,0.26450204764414675,-24.928443808868558
2016-09-01 06:48:00,0.2535685196578009,-23.898017198541215
2016-09-01 06:49:00,0.24308693316721267,-22.910181011379482
2016-09-01 06:50:00,0.23303860816222166,-21.963175180760476
2016-09-01 06:51:00,0.22340563659171267,-21.055312338055685
2016-09-01 06:52:00,0.21417085047853035,-20.184974814356416
2016-09-01 06:53:00,0.20531779134942665,-19.350611765338254
2016-09-01 06:54:00,0.19683068092603268,-18.550736414255123
2016-09-01 06:55:00,0.1886943930250436,-17.783923408260875
2016-09-01 06:56:00,0.18089442661791164,-17.04880628346627
2016-09-01 06:57:00,0.17341688000235625,-16.344075034284568
2016-09-01 06:58:00,0.16624842603995074,-15.6684737828293
2016-09-01 06:59:00,0.1593762884159028,-15.020798544263554
2016-09-01 07:00:00,0.1527882188789451,-14.3998950841898
2016-09-01 07:01:00,0.1464724754209671,-13.804656864317833
2016-09-01 07:02:00,0.14041780135766982,-13.234023072786133
2016-09-01 07:03:00,0.1346134052731145,-12.686976735674389
2016-09-01 07:04:00,0.12904894179255555,-12.16254290638779
2016-09-01 07:05:00,0.12371449314940301,-11.659786929693642
2016-09-01 07:06:00,0.11860055151357246,-11.177812777369253
